,image,emotion
120,Ahmed_Chalabi_0004.jpg,positive
121,Ahmed_Chalabi_0005.jpg,neutral
122,Ahmed_Ghazi_0001.jpg,neutral
123,Ahmed_Ibrahim_Bilal_0001.jpg,neutral
124,Ahmed_Lopez_0001.jpg,neutral
125,Ahmed_Qureia_0001.jpg,positive
126,Ahmet_Demir_0001.jpg,neutral
127,Ahmet_Necdet_Sezer_0001.jpg,neutral
128,Ahmet_Necdet_Sezer_0002.jpg,neutral
129,Aicha_El_Ouafi_0001.jpg,neutral
130,Aicha_El_Ouafi_0002.jpg,neutral
131,Aicha_El_Ouafi_0003.jpg,neutral
132,Aidan_Quinn_0001.jpg,neutral
133,Aileen_Riggin_Soule_0001.jpg,positive
134,Ainsworth_Dyer_0001.jpg,neutral
135,Ain_Seppik_0001.jpg,neutral
136,Aishwarya_Rai_0001.jpg,positive
137,Aitor_Gonzalez_0001.jpg,positive
138,Aitor_Gonzalez_0002.jpg,positive
139,Aiysha_Smith_0001.jpg,neutral
140,Ai_Sugiyama_0001.jpg,positive
141,Ai_Sugiyama_0002.jpg,positive
142,Ai_Sugiyama_0003.jpg,positive
143,Ai_Sugiyama_0004.jpg,positive
144,Ai_Sugiyama_0005.jpg,positive
145,Ajit_Agarkar_0001.jpg,positive
146,AJ_Cook_0001.jpg,positive
147,AJ_Lamas_0001.jpg,positive
148,Akbar_Al_Baker_0001.jpg,positive
149,Akbar_Hashemi_Rafsanjani_0001.jpg,neutral
150,Akbar_Hashemi_Rafsanjani_0002.jpg,neutral
151,Akbar_Hashemi_Rafsanjani_0003.jpg,neutral
152,Akhmed_Zakayev_0001.jpg,neutral
153,Akhmed_Zakayev_0002.jpg,neutral
154,Akhmed_Zakayev_0003.jpg,neutral
155,Akiko_Morigami_0001.jpg,neutral
156,Akmal_Taher_0001.jpg,positive
157,Alain_Cervantes_0001.jpg,negative
158,Alain_Ducasse_0001.jpg,positive
159,Alanis_Morissette_0001.jpg,positive
160,Alanna_Ubach_0001.jpg,positive
161,Alan_Ball_0001.jpg,positive
162,Alan_Ball_0002.jpg,positive
163,Alan_Dershowitz_0001.jpg,neutral
164,Alan_Dreher_0001.jpg,neutral
165,Alan_Greenspan_0002.jpg,positive
166,Alan_Greenspan_0003.jpg,positive
167,Alan_Greenspan_0004.jpg,neutral
168,Alan_Greenspan_0005.jpg,neutral
169,Alan_Greer_0001.jpg,neutral
170,Alan_Jackson_0001.jpg,positive
171,Alan_Mulally_0001.jpg,neutral
172,Alan_Mulally_0002.jpg,positive
173,Alan_Stonecipher_0001.jpg,neutral
174,Alan_Tang_Kwong-wing_0001.jpg,neutral
175,Alan_Trammell_0001.jpg,positive
176,Alan_Zemaitis_0001.jpg,neutral
177,Alastair_Campbell_0001.jpg,neutral
178,Alastair_Campbell_0002.jpg,neutral
179,Alastair_Campbell_0003.jpg,neutral
180,Alastair_Campbell_0004.jpg,neutral
181,Alastair_Campbell_0005.jpg,neutral
182,Alastair_Johnston_0001.jpg,positive
183,Albaro_Recoba_0001.jpg,neutral
184,Alberta_Lee_0001.jpg,positive
185,Alberto_Acosta_0001.jpg,neutral
186,Alberto_Fujimori_0001.jpg,positive
187,Alberto_Fujimori_0002.jpg,neutral
188,Alberto_Gonzales_0001.jpg,neutral
189,Alberto_Ruiz_Gallardon_0001.jpg,neutral
190,Alberto_Ruiz_Gallardon_0002.jpg,positive
191,Alberto_Sordi_0001.jpg,positive
192,Albert_Brooks_0001.jpg,positive
193,Albert_Costa_0001.jpg,neutral
194,Albert_Costa_0002.jpg,neutral
195,Albert_Costa_0003.jpg,neutral
196,Albert_Costa_0004.jpg,neutral
197,Albert_Costa_0005.jpg,neutral
198,Albert_Costa_0006.jpg,neutral
199,Albert_Montanes_0001.jpg,neutral
200,Albert_Pujols_0001.jpg,positive
201,Albrecht_Mentz_0001.jpg,neutral
202,Albrecht_Mentz_0002.jpg,neutral
203,Aldo_Paredes_0001.jpg,positive
204,Aldo_Paredes_0002.jpg,positive
205,Alecos_Markides_0001.jpg,neutral
206,Alec_Baldwin_0001.jpg,positive
207,Alec_Baldwin_0002.jpg,positive
208,Alec_Baldwin_0003.jpg,neutral
209,Alec_Baldwin_0004.jpg,neutral
210,Alejandro_Atchugarry_0001.jpg,neutral
211,Alejandro_Atchugarry_0002.jpg,neutral
212,Alejandro_Avila_0001.jpg,neutral
213,Alejandro_Avila_0002.jpg,neutral
214,Alejandro_Avila_0003.jpg,neutral
215,Alejandro_Fernandez_0001.jpg,positive
216,Alejandro_Gonzalez_Inarritu_0001.jpg,positive
217,Alejandro_Lembo_0001.jpg,positive
218,Alejandro_Lerner_0001.jpg,neutral
219,Alejandro_Lopez_0001.jpg,positive
220,Alejandro_Toledo_0001.jpg,neutral
221,Alejandro_Toledo_0002.jpg,neutral
222,Alejandro_Toledo_0003.jpg,neutral
223,Alejandro_Toledo_0004.jpg,negative
224,Alejandro_Toledo_0005.jpg,neutral
225,Alejandro_Toledo_0006.jpg,neutral
226,Alejandro_Toledo_0007.jpg,positive
227,Alejandro_Toledo_0008.jpg,neutral
228,Alejandro_Toledo_0009.jpg,positive
229,Alejandro_Toledo_0010.jpg,neutral
230,Alejandro_Toledo_0011.jpg,neutral
231,Alejandro_Toledo_0012.jpg,positive
232,Alejandro_Toledo_0013.jpg,positive
233,Alejandro_Toledo_0014.jpg,neutral
234,Alejandro_Toledo_0015.jpg,positive
235,Alejandro_Toledo_0016.jpg,neutral
236,Alejandro_Toledo_0017.jpg,positive
237,Alejandro_Toledo_0018.jpg,positive
238,Alejandro_Toledo_0019.jpg,neutral
239,Alejandro_Toledo_0020.jpg,neutral
240,Alejandro_Toledo_0021.jpg,positive
241,Alejandro_Toledo_0022.jpg,neutral
242,Alejandro_Toledo_0023.jpg,neutral
243,Alejandro_Toledo_0024.jpg,positive
244,Alejandro_Toledo_0025.jpg,neutral
245,Alejandro_Toledo_0026.jpg,positive
246,Alejandro_Toledo_0027.jpg,positive
247,Alejandro_Toledo_0028.jpg,neutral
248,Alejandro_Toledo_0029.jpg,neutral
249,Alejandro_Toledo_0030.jpg,neutral
250,Alejandro_Toledo_0031.jpg,positive
251,Alejandro_Toledo_0032.jpg,positive
252,Alejandro_Toledo_0033.jpg,neutral
253,Alejandro_Toledo_0035.jpg,positive
254,Alejandro_Toledo_0036.jpg,neutral
255,Alejandro_Toledo_0037.jpg,neutral
256,Alejandro_Toledo_0038.jpg,neutral
257,Aleksander_Kwasniewski_0001.jpg,positive
258,Aleksander_Kwasniewski_0002.jpg,positive
259,Aleksander_Kwasniewski_0003.jpg,neutral
260,Aleksander_Kwasniewski_0004.jpg,neutral
261,Aleksander_Voloshin_0001.jpg,positive
262,Alek_Wek_0001.jpg,positive
263,Alessandra_Cerna_0001.jpg,negative
264,Alessandro_Nesta_0001.jpg,positive
265,Alexander_Downer_0001.jpg,positive
266,Alexander_Downer_0002.jpg,neutral
267,Alexander_Downer_0003.jpg,positive
268,Alexander_Downer_0004.jpg,positive
269,Alexander_Losyukov_0001.jpg,neutral
270,Alexander_Losyukov_0002.jpg,neutral
271,Alexander_Losyukov_0003.jpg,negative
272,Alexander_Losyukov_0004.jpg,neutral
273,Alexander_Lukashenko_0001.jpg,negative
274,Alexander_Payne_0001.jpg,neutral
275,Alexander_Rumyantsev_0001.jpg,neutral
276,Alexander_Rumyantsev_0002.jpg,neutral
277,Alexandra_Jackson_0001.jpg,neutral
278,Alexandra_Pelosi_0001.jpg,positive
279,Alexandra_Rozovskaya_0001.jpg,neutral
280,Alexandra_Spann_0001.jpg,positive
281,Alexandra_Stevenson_0001.jpg,positive
282,Alexandra_Stevenson_0002.jpg,neutral
283,Alexandra_Stevenson_0003.jpg,positive
284,Alexandra_Vodjanikova_0001.jpg,neutral
285,Alexandra_Vodjanikova_0002.jpg,positive
286,Alexandre_Daigle_0001.jpg,positive
287,Alexandre_Despatie_0001.jpg,positive
288,Alexandre_Vinokourov_0001.jpg,neutral
289,Alexa_Loren_0001.jpg,neutral
290,Alexa_Vega_0001.jpg,neutral
291,Alexis_Bledel_0001.jpg,positive
292,Alexis_Dennisoff_0001.jpg,positive
293,Alex_Barros_0001.jpg,positive
294,Alex_Barros_0002.jpg,positive
295,Alex_Cabrera_0001.jpg,neutral
296,Alex_Cejka_0001.jpg,positive
297,Alex_Corretja_0001.jpg,neutral
298,Alex_Ferguson_0001.jpg,positive
299,Alex_Gonzalez_0001.jpg,neutral
300,Alex_Holmes_0001.jpg,positive
301,Alex_King_0001.jpg,neutral
302,Alex_Penelas_0001.jpg,neutral
303,Alex_Penelas_0002.jpg,neutral
304,Alex_Popov_0001.jpg,neutral
305,Alex_Sink_0001.jpg,positive
306,Alex_Sink_0002.jpg,positive
307,Alex_Sink_0003.jpg,neutral
308,Alex_Wallau_0001.jpg,positive
309,Alex_Zanardi_0001.jpg,positive
310,Alfonso_Cuaron_0001.jpg,neutral
311,Alfonso_Portillo_0001.jpg,neutral
312,Alfonso_Soriano_0001.jpg,positive
313,Alfredo_di_Stefano_0001.jpg,neutral
314,Alfredo_Moreno_0001.jpg,positive
315,Alfredo_Pena_0001.jpg,neutral
316,Alfred_Ford_0001.jpg,neutral
317,Alfred_Sant_0001.jpg,neutral
318,Alice_Fisher_0001.jpg,neutral
319,Alice_Fisher_0002.jpg,neutral
320,Alicia_Hollowell_0001.jpg,negative
321,Alicia_Keys_0001.jpg,positive
322,Alicia_Molik_0001.jpg,neutral
323,Alicia_Silverstone_0001.jpg,positive
324,Alicia_Silverstone_0002.jpg,positive
325,Alicia_Witt_0001.jpg,positive
326,Alimzhan_Tokhtakhounov_0001.jpg,neutral
327,Alimzhan_Tokhtakhounov_0002.jpg,neutral
328,Alina_Kabaeva_0001.jpg,positive
329,Aline_Chretien_0001.jpg,positive
330,Alisha_Richman_0001.jpg,neutral
331,Alison_Krauss_0001.jpg,positive
332,Alison_Lohman_0001.jpg,positive
333,Alison_Lohman_0002.jpg,neutral
334,Alistair_MacDonald_0001.jpg,positive
335,Ali_Abbas_0002.jpg,neutral
336,Ali_Abdullah_Saleh_0001.jpg,neutral
337,Ali_Adbul_Karim_Madani_0001.jpg,positive
338,Ali_Ahmeti_0001.jpg,neutral
339,Ali_Bin_Hussein_0001.jpg,neutral
340,Ali_Fallahian_0001.jpg,neutral
341,Ali_Hammoud_0001.jpg,positive
342,Ali_Khamenei_0001.jpg,positive
343,Ali_Khamenei_0002.jpg,positive
344,Ali_Khamenei_0003.jpg,positive
345,Ali_Mohammed_Maher_0001.jpg,neutral
346,Ali_Naimi_0001.jpg,neutral
347,Ali_Naimi_0002.jpg,neutral
348,Ali_Naimi_0003.jpg,neutral
349,Ali_Naimi_0004.jpg,neutral
350,Ali_Naimi_0005.jpg,neutral
351,Ali_Naimi_0006.jpg,neutral
352,Ali_Naimi_0007.jpg,neutral
353,Allan_Kemakeza_0001.jpg,positive
354,Allan_Wagner_0001.jpg,neutral
355,Allen_Iverson_0001.jpg,positive
356,Allen_Iverson_0002.jpg,neutral
357,Allen_Rock_0001.jpg,neutral
358,Allison_Janney_0001.jpg,positive
359,Allison_Janney_0002.jpg,positive
360,Allison_Searing_0001.jpg,neutral
361,Allyson_Felix_0001.jpg,neutral
362,Allyson_Felix_0002.jpg,neutral
363,Allyson_Felix_0003.jpg,positive
364,Allyson_Felix_0004.jpg,neutral
365,Allyson_Felix_0005.jpg,neutral
366,Ally_Sheedy_0001.jpg,positive
367,Almeida_Baptista_0001.jpg,neutral
368,Alonzo_Mourning_0001.jpg,neutral
369,Alvaro_Noboa_0001.jpg,positive
370,Alvaro_Noboa_0002.jpg,negative
371,Alvaro_Noboa_0003.jpg,positive
372,Alvaro_Silva_Calderon_0001.jpg,positive
373,Alvaro_Silva_Calderon_0002.jpg,positive
374,Alvaro_Silva_Calderon_0003.jpg,neutral
375,Alvaro_Silva_Calderon_0004.jpg,neutral
376,Alvaro_Uribe_0001.jpg,positive
377,Alvaro_Uribe_0002.jpg,neutral
378,Alvaro_Uribe_0003.jpg,neutral
379,Alvaro_Uribe_0004.jpg,neutral
380,Alvaro_Uribe_0005.jpg,positive
381,Alvaro_Uribe_0006.jpg,neutral
382,Alvaro_Uribe_0007.jpg,neutral
383,Alvaro_Uribe_0008.jpg,neutral
384,Alvaro_Uribe_0009.jpg,neutral
385,Alvaro_Uribe_0010.jpg,neutral
386,Alvaro_Uribe_0011.jpg,neutral
387,Alvaro_Uribe_0012.jpg,neutral
388,Alvaro_Uribe_0013.jpg,neutral
389,Alvaro_Uribe_0014.jpg,positive
390,Alvaro_Uribe_0015.jpg,neutral
391,Alvaro_Uribe_0017.jpg,neutral
392,Alvaro_Uribe_0018.jpg,neutral
393,Alvaro_Uribe_0019.jpg,neutral
394,Alvaro_Uribe_0020.jpg,positive
395,Alvaro_Uribe_0021.jpg,neutral
396,Alvaro_Uribe_0022.jpg,positive
397,Alvaro_Uribe_0023.jpg,neutral
398,Alvaro_Uribe_0024.jpg,neutral
399,Alvaro_Uribe_0025.jpg,neutral
400,Alvaro_Uribe_0026.jpg,neutral
401,Alvaro_Uribe_0027.jpg,neutral
402,Alvaro_Uribe_0028.jpg,neutral
403,Alvaro_Uribe_0029.jpg,neutral
404,Alvaro_Uribe_0030.jpg,neutral
405,Alvaro_Uribe_0031.jpg,positive
406,Alvaro_Uribe_0032.jpg,positive
407,Alvaro_Uribe_0033.jpg,neutral
408,Alvaro_Uribe_0034.jpg,neutral
409,Alvaro_Uribe_0035.jpg,neutral
410,Alyse_Beaupre_0001.jpg,positive
411,Alyson_Hannigan_0001.jpg,positive
412,Aly_Wagner_0001.jpg,positive
413,Al_Cardenas_0001.jpg,neutral
414,Al_Davis_0001.jpg,positive
415,Al_Davis_0002.jpg,neutral
416,Al_Gore_0001.jpg,neutral
417,Al_Gore_0002.jpg,negative
418,Al_Gore_0003.jpg,neutral
419,Al_Gore_0004.jpg,neutral
420,Al_Gore_0005.jpg,neutral
421,Al_Gore_0006.jpg,neutral
422,Al_Gore_0007.jpg,positive
423,Al_Gore_0008.jpg,neutral
424,Al_Leiter_0001.jpg,positive
425,Al_Pacino_0001.jpg,neutral
426,Al_Pacino_0002.jpg,neutral
427,Al_Pacino_0003.jpg,positive
428,Al_Sharpton_0001.jpg,neutral
429,Al_Sharpton_0002.jpg,neutral
430,Al_Sharpton_0003.jpg,neutral
431,Al_Sharpton_0004.jpg,neutral
432,Al_Sharpton_0005.jpg,positive
433,Al_Sharpton_0006.jpg,neutral
434,Al_Sharpton_0007.jpg,neutral
435,Amanda_Beard_0001.jpg,positive
436,Amanda_Beard_0002.jpg,positive
437,Amanda_Bynes_0001.jpg,positive
438,Amanda_Bynes_0002.jpg,positive
439,Amanda_Bynes_0003.jpg,neutral
440,Amanda_Bynes_0004.jpg,neutral
441,Amanda_Coetzer_0001.jpg,negative
442,Amanda_Coetzer_0002.jpg,neutral
443,Amanda_Marsh_0001.jpg,positive
444,Amanda_Plumer_0001.jpg,positive
445,Amber_Frey_0001.jpg,negative
446,Amber_Tamblyn_0001.jpg,neutral
447,Amber_Tamblyn_0002.jpg,positive
448,Ambrose_Lee_0001.jpg,neutral
449,Amelia_Vega_0001.jpg,positive
450,Amelia_Vega_0002.jpg,positive
451,Amelia_Vega_0003.jpg,positive
452,Amelia_Vega_0004.jpg,positive
453,Amelia_Vega_0005.jpg,positive
454,Amelia_Vega_0006.jpg,positive
455,Amelia_Vega_0007.jpg,positive
456,Amelie_Mauresmo_0001.jpg,neutral
457,Amelie_Mauresmo_0002.jpg,positive
458,Amelie_Mauresmo_0003.jpg,neutral
459,Amelie_Mauresmo_0004.jpg,neutral
460,Amelie_Mauresmo_0005.jpg,positive
461,Amelie_Mauresmo_0006.jpg,neutral
462,Amelie_Mauresmo_0007.jpg,neutral
463,Amelie_Mauresmo_0008.jpg,neutral
464,Amelie_Mauresmo_0009.jpg,positive
465,Amelie_Mauresmo_0010.jpg,positive
466,Amelie_Mauresmo_0011.jpg,neutral
467,Amelie_Mauresmo_0012.jpg,positive
468,Amelie_Mauresmo_0013.jpg,neutral
469,Amelie_Mauresmo_0014.jpg,positive
470,Amelie_Mauresmo_0015.jpg,neutral
471,Amelie_Mauresmo_0016.jpg,neutral
472,Amelie_Mauresmo_0017.jpg,neutral
473,Amelie_Mauresmo_0018.jpg,neutral
474,Amelie_Mauresmo_0019.jpg,neutral
475,Amelie_Mauresmo_0020.jpg,neutral
476,Amelie_Mauresmo_0021.jpg,neutral
477,Amer_al-Saadi_0001.jpg,neutral
478,Amer_al-Saadi_0002.jpg,neutral
479,Amer_al-Saadi_0003.jpg,neutral
480,Amer_al-Saadi_0004.jpg,neutral
481,Amporn_Falise_0001.jpg,neutral
482,Amram_Mitzna_0001.jpg,neutral
483,Amram_Mitzna_0002.jpg,positive
484,Amr_Moussa_0001.jpg,neutral
485,Amy_Cotton_0001.jpg,positive
486,Amy_Gale_0001.jpg,negative
487,Amy_Pascal_0001.jpg,positive
488,Amy_Redford_0001.jpg,positive
489,Amy_Smart_0001.jpg,positive
490,Amy_Yasbeck_0001.jpg,positive
491,Anastasia_Kelesidou_0001.jpg,neutral
492,Anastasia_Myskina_0001.jpg,negative
493,Anastasia_Myskina_0002.jpg,positive
494,Anastasia_Myskina_0003.jpg,negative
495,Anatoliy_Kinakh_0001.jpg,neutral
496,Ana_Claudia_Talancon_0001.jpg,positive
497,Ana_Guevara_0001.jpg,positive
498,Ana_Guevara_0002.jpg,positive
499,Ana_Guevara_0003.jpg,positive
500,Ana_Guevara_0004.jpg,positive
501,Ana_Guevara_0005.jpg,neutral
502,Ana_Guevara_0006.jpg,positive
503,Ana_Guevara_0007.jpg,positive
504,Ana_Isabel_Sanchez_0001.jpg,neutral
505,Ana_Palacio_0001.jpg,neutral
506,Ana_Palacio_0002.jpg,neutral
507,Ana_Palacio_0003.jpg,neutral
508,Ana_Palacio_0004.jpg,neutral
509,Ana_Palacio_0005.jpg,neutral
510,Ana_Palacio_0006.jpg,neutral
511,Ana_Palacio_0007.jpg,neutral
512,Ana_Palacio_0008.jpg,neutral
513,Ana_Paula_Gerard_0001.jpg,positive
514,Ana_Sebastiao_0001.jpg,positive
515,Anderson_Varejao_0001.jpg,positive
516,Anders_Ebbeson_0001.jpg,positive
517,Anders_Ebbeson_0002.jpg,positive
518,Anders_Fogh_Rasmussen_0001.jpg,positive
519,Anders_Fogh_Rasmussen_0002.jpg,positive
520,Anders_Fogh_Rasmussen_0003.jpg,neutral
521,Anders_Fogh_Rasmussen_0004.jpg,positive
522,Andreas_Vinciguerra_0001.jpg,positive
523,Andrea_Bocelli_0001.jpg,neutral
524,Andrea_De_Cruz_0001.jpg,positive
525,Andrea_Kiser_0001.jpg,neutral
526,Andrea_Yates_0001.jpg,neutral
527,Andrei_Konchalovsky_0001.jpg,positive
528,Andrei_Mikhnevich_0001.jpg,positive
529,Andrei_Mikhnevich_0002.jpg,neutral
530,Andrei_Nikolishin_0001.jpg,positive
531,Andres_DAlessandro_0001.jpg,positive
532,Andres_Manuel_Lopez_Obrador_0001.jpg,neutral
533,Andres_Pastrana_0001.jpg,neutral
534,Andrew_Bernard_0001.jpg,neutral
535,Andrew_Bunner_0001.jpg,neutral
536,Andrew_Bunner_0002.jpg,positive
537,Andrew_Caldecott_0001.jpg,neutral
538,Andrew_Cuomo_0001.jpg,neutral
539,Andrew_Cuomo_0002.jpg,positive
540,Andrew_Fastow_0001.jpg,neutral
541,Andrew_Firestone_0001.jpg,positive
542,Andrew_Gilligan_0001.jpg,neutral
543,Andrew_Jarecki_0001.jpg,neutral
544,Andrew_Luster_0001.jpg,neutral
545,Andrew_Niccol_0002.jpg,neutral
546,Andrew_Sabey_0001.jpg,neutral
547,Andrew_Shutley_0001.jpg,negative
548,Andrew_Weissmann_0001.jpg,neutral
549,Andrew_Weissmann_0003.jpg,neutral
550,Andrew_Wetzler_0001.jpg,neutral
551,Andre_Agassi_0001.jpg,neutral
552,Andre_Agassi_0002.jpg,positive
553,Andre_Agassi_0003.jpg,positive
554,Andre_Agassi_0004.jpg,positive
555,Andre_Agassi_0005.jpg,neutral
556,Andre_Agassi_0006.jpg,neutral
557,Andre_Agassi_0007.jpg,positive
558,Andre_Agassi_0009.jpg,positive
559,Andre_Agassi_0010.jpg,positive
560,Andre_Agassi_0011.jpg,neutral
561,Andre_Agassi_0012.jpg,positive
562,Andre_Agassi_0013.jpg,positive
563,Andre_Agassi_0014.jpg,negative
564,Andre_Agassi_0015.jpg,positive
565,Andre_Agassi_0016.jpg,positive
566,Andre_Agassi_0017.jpg,positive
567,Andre_Agassi_0018.jpg,positive
568,Andre_Agassi_0019.jpg,positive
569,Andre_Agassi_0020.jpg,positive
570,Andre_Agassi_0021.jpg,neutral
571,Andre_Agassi_0022.jpg,positive
572,Andre_Agassi_0023.jpg,positive
573,Andre_Agassi_0024.jpg,positive
574,Andre_Agassi_0025.jpg,positive
575,Andre_Agassi_0026.jpg,positive
576,Andre_Agassi_0027.jpg,positive
577,Andre_Agassi_0028.jpg,positive
578,Andre_Agassi_0029.jpg,positive
579,Andre_Agassi_0030.jpg,positive
580,Andre_Agassi_0031.jpg,positive
581,Andre_Agassi_0032.jpg,positive
582,Andre_Agassi_0033.jpg,neutral
583,Andre_Agassi_0034.jpg,negative
584,Andre_Agassi_0035.jpg,positive
585,Andre_Agassi_0036.jpg,positive
586,Andre_Bucher_0001.jpg,neutral
587,Andre_Lange_0001.jpg,neutral
588,Andre_Smith_0001.jpg,positive
589,Andre_Techine_0001.jpg,neutral
590,Andrzej_Tyszkiewicz_0001.jpg,neutral
591,Andy_Benes_0001.jpg,neutral
592,Andy_Bryant_0001.jpg,neutral
593,Andy_Dick_0001.jpg,neutral
594,Andy_Garcia_0001.jpg,positive
595,Andy_Graves_0001.jpg,neutral
596,Andy_Griffith_0001.jpg,positive
597,Andy_Griggs_0001.jpg,positive
598,Andy_Hebb_0001.jpg,neutral
599,Andy_Hebb_0002.jpg,neutral
600,Andy_Lau_0001.jpg,neutral
601,Andy_Madikians_0001.jpg,neutral
602,Andy_North_0001.jpg,neutral
603,Andy_Perez_0001.jpg,neutral
